Org ID,Organization Name,All Registration Steps Completed before the Deadline?,Reg Form Progress,"Number of ""Pending bCourse"" (Completed Signatory Agreement but not bCourse)","Number of finalized Signatories (Completed both Agreement and bCourse 
(Need 4 to 8)",Org Type,Callink page,Callink Advisor
323182,Transfers at Berkeley Law,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/transfersatberkeleylaw,Dylan Howser
46211,Translational Medicine and Stem Cell Association ,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/TMSCA,Deepak Sharma
60513,Transnational Mixed Asians In-Between Spaces,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/GATMAIBS,Dylan Howser
159794,Transportation Equity Group,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/TREQ,Dylan Howser
46338,Transportation Graduate Students Organizing Committee,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/transoc,Dylan Howser
91347,Transportation Team at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/transportationteam,Deepak Sharma
145563,"Travel Section, The",No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/thetravelsection,Millicent Morris-Chaney
46216,TRENZA,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/trenza,Alejandro Muro
91329,Tri-Service Corps of Cadets,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/triservicecorpsofcadets,Deepak Sharma
91453,Tribe,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/tribe,Millicent Morris-Chaney
46183,"Triple Helix: The Journal of Science, Society, and Law, The",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/thetriplehelix,Millicent Morris-Chaney
46669,"Troika: An Undergraduate Journal in Slavic, East European and Eurasian Studies",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/troika,Millicent Morris-Chaney
65802,TROO Artistic Ventures,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Troo,Alejandro Muro
91736,TrueLement,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/truelement,Alejandro Muro
46086,Tunisian Student Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/tunisianstudentclub,Alejandro Muro
91563,Turkish Student Association at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/turkishstudentassociation,Alejandro Muro
286981,Turning Point USA at Berkeley,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/TurningPointUSAatBerkeley,Millicent Morris-Chaney
165242,TurnOut,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/turnout,Mauro Sifuentes
45899,Tzu Chi Compassion Relief Foundation,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/tzuchicompassionrelieffoundation,Millicent Morris-Chaney
45967,UC Berkeley Indus,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/indus,Alejandro Muro
46089,UC Berkeley Model United Nations,Yes,Approved,0,4,Sponsored Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ucbmun,Deepak Sharma
74444,UC Haiti Initiative at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/uchi,Millicent Morris-Chaney
46090,UC Jazz Ensemble,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ucjazzensemble,Alejandro Muro
46091,UC Rally Committee,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ucrallycommittee,Millicent Morris-Chaney
81808,Unbounded Representation,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/URep,Dylan Howser
135681,Unconscious Bias Project at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UnconsciousBiasProjectAtBerkeley,Alejandro Muro
138406,Undergraduate Association for Romance Languages and Literatures at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/UARLLB,Deepak Sharma
135187,Undergraduate Astronomy Society - Berkeley,Yes,Approved,0,8,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UAS,Deepak Sharma
91352,Undergraduate Biology Journal Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/undergraduatebiologyjournalclub,Deepak Sharma
334370,Undergraduate Business Group,No,Not Started,0,3,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/undergradbusiness,Deepak Sharma
60059,Undergraduate Chemical Society,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ucs,Deepak Sharma
91353,Undergraduate Communications Association,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/uca,Deepak Sharma
115779,Undergraduate Composers Club,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ugcomposers,Alejandro Muro
91767,Undergraduate Digital Humanities Association,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/budha,Deepak Sharma
46093,Undergraduate Economics Association,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/uea,Deepak Sharma
46094,Undergraduate Finance Association|Undergraduate Management Consulting Group,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ufa_umcg,Deepak Sharma
91557,Undergraduate Group for Theoretical Computing,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ugtcs,Deepak Sharma
46639,Undergraduate Healthcare Alliance,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/undergraduatehealthcarealliance,Deepak Sharma
91738,Undergraduate Improv Congress,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/undergraduateimprovcongress,Alejandro Muro
115695,Undergraduate Journal of Classics at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/bujc,Millicent Morris-Chaney
46159,Undergraduate Journal of Psychology at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ujpb,Millicent Morris-Chaney
158422,Undergraduate Laboratory at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ULAB,Deepak Sharma
59032,Undergraduate Legal Honors Society (Formerly Law in Practice at Berkeley),Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UndergraduateLegalHonorsSociety,Deepak Sharma
46095,Undergraduate Marketing Association,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/undergraduatemarketingassociation,Deepak Sharma
301958,Undergraduate Moot Court Team,No,Inprogress,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/mootcourt,Deepak Sharma
219406,Undergraduate Political Consulting at Berkeley,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/undergradpoliticalconsulting,Millicent Morris-Chaney
46097,Undergraduate Political Science Association,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UPSA,Deepak Sharma
46693,Undergraduate Public Policy Association,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/publicpolicyassociation,Deepak Sharma
46098,Undergraduate Real Estate Club,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/undergraduaterealestateclub,Deepak Sharma
46100,Undergraduate Scientists Association at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/undergraduatescientistsassociationatberkeley,Deepak Sharma
158361,Undergraduate Student Council of the College of Environmental Design,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UgSC-CED,Deepak Sharma
145707,Undergraduate Women in Economics at Berkeley,Yes,Approved,0,8,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/uweb,Alejandro Muro
91357,Undergraduates of Chemistry,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/undergraduatesofchemistry,Deepak Sharma
92048,Underground Scholars Initiative,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/USI,Alejandro Muro
219691,Underrepresented Minorities in Economics (Formerly Students of Color in Economics),Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/studentsofcolorineconomics,Deepak Sharma
85698,Underrepresented People in Computing at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/underrepresentedpeopleincomputing,Alejandro Muro
156531,Underwater Robotics at Berkeley (Formerly Autonomous Underwater Vehicles Team at Berkeley) ,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/urobotics,Deepak Sharma
46020,UNICEF at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/unicef,Millicent Morris-Chaney
46101,Unicycle Basketball Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/unicyclebasketballclub,Millicent Morris-Chaney
304229,Unicycling at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/unicyclingatberkeley,Millicent Morris-Chaney
46102,Union Salvadorena de Estudiantes Universitarios,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/unionsalvadorenadeestudiantesuniversitarios,Alejandro Muro
91625,Unite For Sight at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/uniteforsight,Alejandro Muro
302472,United Geographers Society of Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/bugs,Millicent Morris-Chaney
91855,United Nations Association of Berkeley,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/unitednationsassociation,Millicent Morris-Chaney
140864,United Nations Refugee Agency at Cal,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/unrac,Millicent Morris-Chaney
91821,United Scientists of Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/United_Scientists_of_Berkeley,Dylan Howser
91499,United States Green Building Council at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/usgbc,Sharon Daraphonhdeth
92130,Unity in Christ,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/unityinchrist,Millicent Morris-Chaney
289671,Unity In Diversity,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/UnityInDiversity,Alejandro Muro
91538,UNITY Resource Center,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/unityresourcecenter,Mauro Sifuentes
46636,Universal Love and Peace,No,Approved,0,3,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/justeq,Millicent Morris-Chaney
115762,Universities Allied for Essential Medicines,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/caluaem,Millicent Morris-Chaney
91400,University Catholic Conference of California,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/catholicconference,Millicent Morris-Chaney
92131,University Lutheran Chapel Campus Ministry,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/universitylutheranchapelcampusministry,Millicent Morris-Chaney
137564,Unmanned Aerial Vehicles at Berkeley ,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/uav,Deepak Sharma
91217,Upper Room,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/upperroom,Millicent Morris-Chaney
60904,Upsilon Pi Epsilon,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/upe,Deepak Sharma
157460,UpSync,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/upsync,Deepak Sharma
127690,Urban Scholars at Berkeley ,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/urbanscholarsatberkeley,Millicent Morris-Chaney
290300,UrsaTech,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ursatech,Deepak Sharma
46219,V-Day at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/vdayatberkeley,Millicent Morris-Chaney
46422,Vagabond Multilingual Journal,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/vagabondmultilingualjournal,Millicent Morris-Chaney
146417,Valley Consulting Group,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/valleyconsultinggroup,Deepak Sharma
332981,"Vanguard at Berkeley, The",No,Approved,0,3,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/vanguard,Millicent Morris-Chaney
125068,Vayuna,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/vayuna,Millicent Morris-Chaney
164112,Vector Advising,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/vectoradvising,Millicent Morris-Chaney
46416,Vegan Legal Tastiness,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gaveganlegaltastiness,Dylan Howser
221498,Vendition Sales Society,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/VenditionSalesSociety,Deepak Sharma
116172,Venture Capital at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/BVC,Deepak Sharma
91857,Venture Strategy Solutions at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/venture,Deepak Sharma
46648,Veritas Graduate Christian Fellowship,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/veritasfellowship,Dylan Howser
46337,Very Social Policy,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gaverysocialpolicy,Dylan Howser
165995,Veteran Business Society at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/VeteranBusinessSociety,Deepak Sharma
221072,Vex U Robotics at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/VexUBerkeley,Deepak Sharma
164468,Victoria's Secret PINK,No,Inprogress,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/vspink,Alejandro Muro
165138,VIDA Medical Volunteer,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/vidamed,Millicent Morris-Chaney
80604,Vietnamese American Law Society,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/vals,Dylan Howser
46104,Vietnamese Student Association,Yes,Approved,0,7,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/calvsa,Alejandro Muro
85779,VISION ,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/vision,Alejandro Muro
58744,Vision Development Club of Berkeley ,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gavdc,Dylan Howser
46550,Vision Science Club,Yes,Approved,0,9,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gavisionscienceclub,Dylan Howser
81810,Visionary Entertainment ,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/visionaryentertainment,Millicent Morris-Chaney
92132,Visiting Scholars Ministry,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/vsm,Dylan Howser
165923,"Visual Development, Illustration, and Storytelling Arts at Berkeley",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/visarts,Alejandro Muro
91680,Visual Project,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/visualproject,Alejandro Muro
46203,Volunteer Health Interpreters Organization,Yes,Approved,0,7,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/vhio,Alejandro Muro
92059,Volunteer Income Tax Assistance Program,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/vita,Millicent Morris-Chaney
46257,Volunteers Around the World at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/volunteersaroundtheworldatberkeley,Millicent Morris-Chaney
91826,Volunteers Around the World Dental Outreach at Berkeley (VAWDO),No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/vawdo,Millicent Morris-Chaney
46258,Volunteers for Medical Outreach,Yes,Approved,0,7,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/VMO,Millicent Morris-Chaney
76135,Voyager Consulting,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/voyagerconsulting,Deepak Sharma
114891,Wage Justice Clinic,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/wjc,Dylan Howser
332978,Water Bears Engineering Competition Team,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/waterbearscompteam,Deepak Sharma
145477,Water ski and Wakeboard club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wawa,Millicent Morris-Chaney
82718,Watershed Governance Group,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wgg,Sharon Daraphonhdeth
218587,Wave Makers of Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/wavemakers,Deepak Sharma
91591,We Dig The Farm,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wedigthefarm,Sharon Daraphonhdeth
236834,Web Design and Development at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/wdd,Deepak Sharma
319850,Web Development at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/webdev,Deepak Sharma
235926,WeSolve at Berkeley (formerly Solver at Berkeley),No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/wesolve,Deepak Sharma
92164,West Coast Rock Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/westcoastrockclub,Alejandro Muro
160937,West Coast Swing at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/wcsatberkeley,Alejandro Muro
91363,WeTeach at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/weteach,Deepak Sharma
166106,WeThrive at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/WeThriveBerkeley,Deepak Sharma
289673,Whale Watchers at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/BerkeleyWhaleWatching,Millicent Morris-Chaney
46517,Wheelchair Basketball at Cal,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wheelchairbasketballatcal,Millicent Morris-Chaney
92035,White Accountability and Anti-Racist Practice Group,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/whiteaccountability,Dylan Howser
91802,Wildlife Society at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/wildlifesociety,Deepak Sharma
46727,Wings for Life,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/WingsforLife,Alejandro Muro
46417,Wollheim Philosophy Society,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wollheimphilosophysociety,Dylan Howser
237878,Woman-Identifying Scientists and Engineers Collective and Library Resource Center,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/wise,Alejandro Muro
46221,Women and Youth Supporting Each Other,No,Inprogress,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/WYSE,Alejandro Muro
92068,Women Empowerment,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/womenempowerment,Alejandro Muro
235180,Women in Animation at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/womeninanimation,Alejandro Muro
144830,Women in Bio- Business (Formerly Women Exploring Business),No,Inprogress,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/womenexploringbusiness,Deepak Sharma
46335,Women in Computer Science and Electrical Engineering,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gawomenincomputerscienceandelectricalengineering,Dylan Howser
332564,Women in Computing and Data Science at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/wicds,Deepak Sharma
302863,Women in Cybersecurity at Berkeley,No,Approved,0,1,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/wicysberkeley,Deepak Sharma
46555,Women in Materials Science at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gawomeninmaterialsscience,Dylan Howser
159793,Women in Nuclear,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/WIN,Alejandro Muro
236782,Women in Politics at Berkeley,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/WIPB,Millicent Morris-Chaney
46401,Women in Science at Berkeley (Formerly IB Women in Science),Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gaibwomeninscience,Dylan Howser
92142,Women in Tech Law ,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/womenintechlaw,Dylan Howser
91444,Women in Vision Science,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/womeninvisionscience,Deepak Sharma
304130,Women of Color at Berkeley,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/WOCatBerkeley,Alejandro Muro
46105,"Women of Structural Engineering, Mechanics and Materials",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/womenofstructuralengineeringmechanicsandmaterials,Alejandro Muro
91540,Women's List @ Berkeley,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/womenslist,Millicent Morris-Chaney
91707,Womxn Ignite at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/WomxnIgnite,Millicent Morris-Chaney
132607,Womxn in Chemistry Initiative,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/WICI,Dylan Howser
91772,Womxn in Mathematics at Berkeley (Formerly Women in Mathematics at Berkeley),Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/womxninmathematics,Alejandro Muro
46311,Womxn of Berkeley Law (formerly known as Women's Association at Berkeley Law),Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/WOBL,Dylan Howser
46333,Womxn of Color Collective(formerly known as Berkeley Law Women of Color Collective),Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gawomenofcolorcollective,Dylan Howser
46222,Wonderworks,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Wonderworks,Millicent Morris-Chaney
